VIN,Make,Model,ModelYear,ErrorCode,ErrorText
SAL1M9FU5RA412129,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU5RA412244,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU5RA413331,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU5RA415127,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU5RA421705,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU5SA430328,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU5SA431527,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU5SA438364,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU5SA438879,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU5SA444486,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU5SA446688,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU5SA446772,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU6RA190586,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU6RA191446,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU6RA192936,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU6RA199482,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU6RA406307,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU6RA406470,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU6RA406503,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU6RA409241,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU6RA410518,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU6RA412205,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU6RA414679,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU6RA414861,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU6RA415721,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU6RA422068,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU6SA430189,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU6SA437076,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU6SA438972,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU6SA446182,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU6SA446506,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU7RA178415,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU7RA183856,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU7RA193416,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU7RA195084,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU7RA406137,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU7RA406249,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU7RA407031,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU7RA407076,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU7RA411631,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU7RA417509,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU7RA418465,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU7RA419924,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU7RA421740,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU7SA423039,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU7SA423252,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU7SA423347,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU7SA427544,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU7SA428886,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU7SA430797,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU7SA431917,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU7SA432730,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU7SA434218,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU7SA435739,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU7SA437409,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU7SA437586,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU7SA438592,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU7SA441105,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU7SA443744,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU8RA182277,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU8RA404705,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU8RA406468,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU8RA406552,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU8RA406678,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU8RA406857,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU8RA411427,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU8RA412562,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU8RA414859,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU8RA415185,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU8RA415719,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU8RA421472,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU8SA422854,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU8SA423003,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU8SA423258,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU8SA431165,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU8SA433742,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU8SA436253,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU8SA437130,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU8SA439024,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU8SA441355,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU8SA443641,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU8SA447804,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU9RA193238,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU9RA194003,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU9RA196656,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU9RA401831,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU9RA406513,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU9RA406740,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU9RA407662,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU9RA408049,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU9RA412571,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU9RA414417,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU9RA414658,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU9RA416054,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU9RA418113,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU9RA418385,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FU9SA422202,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU9SA430722,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU9SA430882,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU9SA431028,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU9SA432647,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU9SA433183,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU9SA434124,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU9SA438223,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU9SA441557,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU9SA441722,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU9SA443180,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU9SA443955,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FU9SA444166,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FUXRA182006,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FUXRA183639,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FUXRA187478,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FUXRA189733,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FUXRA191322,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FUXRA193524,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FUXRA406116,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FUXRA406357,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FUXRA406407,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FUXRA406729,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FUXRA407122,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FUXRA410604,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FUXRA411266,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FUXRA414216,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FUXRA416788,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FUXRA417519,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FUXRA419691,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FUXRA419738,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FUXRA421571,LAND ROVER,Range Rover Sport,2024,0,
SAL1M9FUXSA423116,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FUXSA423178,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FUXSA428526,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FUXSA430017,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FUXSA431345,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FUXSA432897,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FUXSA437176,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FUXSA437517,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FUXSA441339,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FUXSA441941,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FUXSA443852,LAND ROVER,Range Rover Sport,2025,0,
SAL1M9FUXSA444144,LAND ROVER,Range Rover Sport,2025,0,
SAL1Z9F90RA188149,LAND ROVER,Range Rover Sport,2024,0,
SAL1Z9F90RA197207,LAND ROVER,Range Rover Sport,2024,0,
SAL1Z9F90SA430539,LAND ROVER,Range Rover Sport,2025,0,
SAL1Z9F91RA188645,LAND ROVER,Range Rover Sport,2024,0,
SAL1Z9F91RA193666,LAND ROVER,Range Rover Sport,2024,0,
SAL1Z9F91RA193764,LAND ROVER,Range Rover Sport,2024,0,
SAL1Z9F91RA412206,LAND ROVER,Range Rover Sport,2024,0,
SAL1Z9F93RA197346,LAND ROVER,Range Rover Sport,2024,0,
SAL1Z9F95RA192228,LAND ROVER,Range Rover Sport,2024,0,
SAL1Z9F95RA402987,LAND ROVER,Range Rover Sport,2024,0,
SAL1Z9F96RA404537,LAND ROVER,Range Rover Sport,2024,0,
SAL1Z9F97RA413084,LAND ROVER,Range Rover Sport,2024,0,
SAL1Z9F98RA195026,LAND ROVER,Range Rover Sport,2024,0,
SAL1Z9F98RA410212,LAND ROVER,Range Rover Sport,2024,0,
SAL1Z9F98RA410601,LAND ROVER,Range Rover Sport,2024,0,
SAL1Z9F99SA429275,LAND ROVER,Range Rover Sport,2025,0,
SAL1Z9F9XRA193228,LAND ROVER,Range Rover Sport,2024,0,
SAL1Z9F9XSA429270,LAND ROVER,Range Rover Sport,2025,0,
SALCL2FX0RH342933,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX0RH343564,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX0RH344357,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX0RH347274,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX0RH347596,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX0SH353260,LAND ROVER,Discovery Sport,2025,0,
SALCL2FX0SH354067,LAND ROVER,Discovery Sport,2025,0,
SALCL2FX0SH357213,LAND ROVER,Discovery Sport,2025,0,
SALCL2FX0SH360256,LAND ROVER,Discovery Sport,2025,0,
SALCL2FX0SH360287,LAND ROVER,Discovery Sport,2025,0,
SALCL2FX0SH360807,LAND ROVER,Discovery Sport,2025,0,
SALCL2FX0SH361200,LAND ROVER,Discovery Sport,2025,0,
SALCL2FX1RH344612,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX1RH346487,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX1RH346960,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX1RH347610,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX1RH347932,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX1RH348644,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX1SH353073,LAND ROVER,Discovery Sport,2025,0,
SALCL2FX2RH342965,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX2RH343615,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX2RH343680,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX2RH344974,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX2RH345395,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX2RH349172,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX2SH358606,LAND ROVER,Discovery Sport,2025,0,
SALCL2FX3RH343011,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX3RH344840,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX3RH344952,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX3RH345972,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX3RH346829,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX4RH344619,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX4RH344720,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX4RH344846,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX4RH345589,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX4RH345799,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX4RH347441,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX4RH347570,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX4SH361197,LAND ROVER,Discovery Sport,2025,0,
SALCL2FX5RH342605,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX5RH342670,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX5RH343110,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX5RH345004,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX5RH345097,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX5RH345309,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX5RH350994,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX5SH352962,LAND ROVER,Discovery Sport,2025,0,
SALCL2FX5SH357000,LAND ROVER,Discovery Sport,2025,0,
SALCL2FX5SH360835,LAND ROVER,Discovery Sport,2025,0,
SALCL2FX6RH342807,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX6RH350194,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX7RH343531,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX7RH344985,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX7RH345599,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX7SH361047,LAND ROVER,Discovery Sport,2025,0,
SALCL2FX7SH361064,LAND ROVER,Discovery Sport,2025,0,
SALCL2FX8RH347474,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX8SH353071,LAND ROVER,Discovery Sport,2025,0,
SALCL2FX8SH360005,LAND ROVER,Discovery Sport,2025,0,
SALCL2FX9RH349802,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX9RH350304,LAND ROVER,Discovery Sport,2024,0,
SALCL2FX9SH354777,LAND ROVER,Discovery Sport,2025,0,
SALCL2FXXRH344382,LAND ROVER,Discovery Sport,2024,0,
SALCL2FXXRH344625,LAND ROVER,Discovery Sport,2024,0,
SALCL2FXXRH344639,LAND ROVER,Discovery Sport,2024,0,
SALCL2FXXRH347573,LAND ROVER,Discovery Sport,2024,0,
SALCL2FXXRH348206,LAND ROVER,Discovery Sport,2024,0,
SALCL2FXXSH355078,LAND ROVER,Discovery Sport,2025,0,
SALCL2FXXSH360815,LAND ROVER,Discovery Sport,2025,0,
SALCM2FX0RH344436,LAND ROVER,Discovery Sport,2024,0,
SALCM2FX0RH346641,LAND ROVER,Discovery Sport,2024,0,
SALCM2FX1RH346339,LAND ROVER,Discovery Sport,2024,0,
SALCM2FX1RH350004,LAND ROVER,Discovery Sport,2024,0,
SALCM2FX4RH343211,LAND ROVER,Discovery Sport,2024,0,
SALCM2FX8RH347407,LAND ROVER,Discovery Sport,2024,0,
SALCM2FX8RH352252,LAND ROVER,Discovery Sport,2024,0,
SALCM2FX9RH344418,LAND ROVER,Discovery Sport,2024,0,
SALCM2FX9RH345746,LAND ROVER,Discovery Sport,2024,0,
SALCM2FX9RH346329,LAND ROVER,Discovery Sport,2024,0,
SALCM2FXXRH344752,LAND ROVER,Discovery Sport,2024,0,
SALE26EU0R2316832,LAND ROVER,Defender,2024,0,
SALE26EU0S2375465,LAND ROVER,Defender,2025,0,
SALE26EU2S2370865,LAND ROVER,Defender,2025,0,
SALE26EU2S2371272,LAND ROVER,Defender,2025,0,
SALE26EU2S2383678,LAND ROVER,Defender,2025,0,
SALE26EU2S2395815,LAND ROVER,Defender,2025,0,
SALE26EU4S2376523,LAND ROVER,Defender,2025,0,
SALE26EU4S2384119,LAND ROVER,Defender,2025,0,
SALE26EU9S2393608,LAND ROVER,Defender,2025,0,
SALE26EU9S2397707,LAND ROVER,Defender,2025,0,
SALE26EUXR2311797,LAND ROVER,Defender,2024,0,
SALE27EU0R2288181,LAND ROVER,Defender,2024,0,
SALE27EU0R2301897,LAND ROVER,Defender,2024,0,
SALE27EU0R2302841,LAND ROVER,Defender,2024,0,
SALE27EU0R2308753,LAND ROVER,Defender,2024,0,
SALE27EU0R2310454,LAND ROVER,Defender,2024,0,
SALE27EU0R2312706,LAND ROVER,Defender,2024,0,
SALE27EU0R2316352,LAND ROVER,Defender,2024,0,
SALE27EU0R2317789,LAND ROVER,Defender,2024,0,
SALE27EU0R2318585,LAND ROVER,Defender,2024,0,
SALE27EU0R2319090,LAND ROVER,Defender,2024,0,
SALE27EU0R2320966,LAND ROVER,Defender,2024,0,
SALE27EU0S2366139,LAND ROVER,Defender,2025,0,
SALE27EU0S2377609,LAND ROVER,Defender,2025,0,
SALE27EU0S2383474,LAND ROVER,Defender,2025,0,
SALE27EU0S2387377,LAND ROVER,Defender,2025,0,
SALE27EU0S2389260,LAND ROVER,Defender,2025,0,
SALE27EU1R2290876,LAND ROVER,Defender,2024,0,
SALE27EU1R2309099,LAND ROVER,Defender,2024,0,
SALE27EU1R2312262,LAND ROVER,Defender,2024,0,
SALE27EU1R2317090,LAND ROVER,Defender,2024,0,
SALE27EU1R2330650,LAND ROVER,Defender,2024,0,
SALE27EU1R2343706,LAND ROVER,Defender,2024,0,
SALE27EU1S2387016,LAND ROVER,Defender,2025,0,
SALE27EU1S2389820,LAND ROVER,Defender,2025,0,
SALE27EU1S2396976,LAND ROVER,Defender,2025,0,
SALE27EU2R2290174,LAND ROVER,Defender,2024,0,
SALE27EU2R2297237,LAND ROVER,Defender,2024,0,
SALE27EU2R2300587,LAND ROVER,Defender,2024,0,
SALE27EU2R2313419,LAND ROVER,Defender,2024,0,
SALE27EU2R2317065,LAND ROVER,Defender,2024,0,
SALE27EU2R2321861,LAND ROVER,Defender,2024,0,
SALE27EU2R2328728,LAND ROVER,Defender,2024,0,
SALE27EU2R2345903,LAND ROVER,Defender,2024,0,
SALE27EU2S2378034,LAND ROVER,Defender,2025,0,
SALE27EU2S2380477,LAND ROVER,Defender,2025,0,
SALE27EU2S2386781,LAND ROVER,Defender,2025,0,
SALE27EU2S2387039,LAND ROVER,Defender,2025,0,
SALE27EU2S2387171,LAND ROVER,Defender,2025,0,
SALE27EU2S2388174,LAND ROVER,Defender,2025,0,
SALE27EU2S2388370,LAND ROVER,Defender,2025,0,
SALE27EU2S2394847,LAND ROVER,Defender,2025,0,
SALE27EU3R2297215,LAND ROVER,Defender,2024,0,
SALE27EU3R2306172,LAND ROVER,Defender,2024,0,
SALE27EU3R2313638,LAND ROVER,Defender,2024,0,
SALE27EU3R2319102,LAND ROVER,Defender,2024,0,
SALE27EU3R2330455,LAND ROVER,Defender,2024,0,
SALE27EU3S2368046,LAND ROVER,Defender,2025,0,
SALE27EU3S2372002,LAND ROVER,Defender,2025,0,
SALE27EU3S2375627,LAND ROVER,Defender,2025,0,
SALE27EU3S2376616,LAND ROVER,Defender,2025,0,
SALE27EU3S2377233,LAND ROVER,Defender,2025,0,
SALE27EU3S2378219,LAND ROVER,Defender,2025,0,
SALE27EU3S2380312,LAND ROVER,Defender,2025,0,
SALE27EU3S2388829,LAND ROVER,Defender,2025,0,
SALE27EU3S2390872,LAND ROVER,Defender,2025,0,
SALE27EU3S2394954,LAND ROVER,Defender,2025,0,
SALE27EU3S2396235,LAND ROVER,Defender,2025,0,
SALE27EU3S2401675,LAND ROVER,Defender,2025,0,
SALE27EU3S2401885,LAND ROVER,Defender,2025,0,
SALE27EU4R2293559,LAND ROVER,Defender,2024,0,
SALE27EU4R2299474,LAND ROVER,Defender,2024,0,
SALE27EU4R2306195,LAND ROVER,Defender,2024,0,
SALE27EU4R2311963,LAND ROVER,Defender,2024,0,
SALE27EU4R2313857,LAND ROVER,Defender,2024,0,
SALE27EU4R2314569,LAND ROVER,Defender,2024,0,
SALE27EU4R2318914,LAND ROVER,Defender,2024,0,
SALE27EU4R2321747,LAND ROVER,Defender,2024,0,
SALE27EU4R2347992,LAND ROVER,Defender,2024,0,
SALE27EU4R2355610,LAND ROVER,Defender,2024,0,
SALE27EU4S2388340,LAND ROVER,Defender,2025,0,
SALE27EU5R2288970,LAND ROVER,Defender,2024,0,
SALE27EU5R2290105,LAND ROVER,Defender,2024,0,
SALE27EU5R2295627,LAND ROVER,Defender,2024,0,
SALE27EU5R2313494,LAND ROVER,Defender,2024,0,
SALE27EU5R2315875,LAND ROVER,Defender,2024,0,
SALE27EU5R2329291,LAND ROVER,Defender,2024,0,
SALE27EU5R2347404,LAND ROVER,Defender,2024,0,
SALE27EU5R2347760,LAND ROVER,Defender,2024,0,
SALE27EU5R2353011,LAND ROVER,Defender,2024,0,
SALE27EU5R2353865,LAND ROVER,Defender,2024,0,
SALE27EU5R2354126,LAND ROVER,Defender,2024,0,
SALE27EU5S2386600,LAND ROVER,Defender,2025,0,
SALE27EU5S2396267,LAND ROVER,Defender,2025,0,
SALE27EU6R2292428,LAND ROVER,Defender,2024,0,
SALE27EU6R2295006,LAND ROVER,Defender,2024,0,
SALE27EU6R2303086,LAND ROVER,Defender,2024,0,
SALE27EU6R2314573,LAND ROVER,Defender,2024,0,
SALE27EU6R2315657,LAND ROVER,Defender,2024,0,
SALE27EU6R2346939,LAND ROVER,Defender,2024,0,
SALE27EU6R2355723,LAND ROVER,Defender,2024,0,
SALE27EU6S2376190,LAND ROVER,Defender,2025,0,
SALE27EU6S2386329,LAND ROVER,Defender,2025,0,
SALE27EU6S2387500,LAND ROVER,Defender,2025,0,
SALE27EU7R2286931,LAND ROVER,Defender,2024,0,
SALE27EU7R2288372,LAND ROVER,Defender,2024,0,
SALE27EU7R2296326,LAND ROVER,Defender,2024,0,
SALE27EU7R2303016,LAND ROVER,Defender,2024,0,
SALE27EU7R2317109,LAND ROVER,Defender,2024,0,
SALE27EU7R2321628,LAND ROVER,Defender,2024,0,
SALE27EU7R2321774,LAND ROVER,Defender,2024,0,
SALE27EU7R2328496,LAND ROVER,Defender,2024,0,
SALE27EU7R2329308,LAND ROVER,Defender,2024,0,
SALE27EU7R2343340,LAND ROVER,Defender,2024,0,
SALE27EU7S2375792,LAND ROVER,Defender,2025,0,
SALE27EU8R2287229,LAND ROVER,Defender,2024,0,
SALE27EU8R2298683,LAND ROVER,Defender,2024,0,
SALE27EU8R2307365,LAND ROVER,Defender,2024,0,
SALE27EU8R2308824,LAND ROVER,Defender,2024,0,
SALE27EU8R2321086,LAND ROVER,Defender,2024,0,
SALE27EU8R2351284,LAND ROVER,Defender,2024,0,
SALE27EU8S2382623,LAND ROVER,Defender,2025,0,
SALE27EU8S2385196,LAND ROVER,Defender,2025,0,
SALE27EU9R2280158,LAND ROVER,Defender,2024,0,
SALE27EU9R2286848,LAND ROVER,Defender,2024,0,
SALE27EU9R2288454,LAND ROVER,Defender,2024,0,
SALE27EU9R2290544,LAND ROVER,Defender,2024,0,
SALE27EU9R2292696,LAND ROVER,Defender,2024,0,
SALE27EU9R2306001,LAND ROVER,Defender,2024,0,
SALE27EU9R2313997,LAND ROVER,Defender,2024,0,
SALE27EU9R2318486,LAND ROVER,Defender,2024,0,
SALE27EU9R2329780,LAND ROVER,Defender,2024,0,
SALE27EU9R2330511,LAND ROVER,Defender,2024,0,
SALE27EU9R2345980,LAND ROVER,Defender,2024,0,
SALE27EU9R2347695,LAND ROVER,Defender,2024,0,
SALE27EU9R2349902,LAND ROVER,Defender,2024,0,
